Wavelength,Ethanol_2.5_5,Ethanol_5_5,Ethanol_5_10,0_Hg_2.5_5,0_Hg_5_5,0_Hg_5_10,0.001_Hg_2.5_5,0.001_Hg_5_5,0.001_Hg_5_10,0.0025_Hg_2.5_5,0.0025_Hg_5_5,0.0025_Hg_5_10,0.004_Hg_2.5_5,0.004_Hg_5_5,0.004_Hg_5_10,0.006_Hg_2.5_5,0.006_Hg_5_5,0.006_Hg_5_10,0.0125_Hg_2.5_5,0.0125_Hg_5_5,0.0125_Hg_5_10,0.013_Hg_2.5_5,0.013_Hg_5_5,0.013_Hg_5_10,0.016_Hg_2.5_5,0.016_Hg_5_5,0.016_Hg_5_10,0.0175_Hg_2.5_5,0.0175_Hg_5_5,0.0175_Hg_5_10,0.008_Hg_2.5_5,0.008_Hg_5_5,0.008_Hg_5_5,0.009_Hg_2.5_5,0.009_Hg_5_5,0.009_Hg_5_10
542.9799805,0.164063528,0.611967206,2.318098307,1.056789875,5.016994953,20.36417961,1.572894573,5.138403416,22.11587906,1.437617302,5.317419529,20.45138168,1.036707759,4.527235985,19.16637993,0.921052635,4.977715492,18.59538269,95.90702057,445.7251282,1000,101.6650238,458.0470886,1000,109.4533234,525.6027832,1000,111.9596176,530.9953003,1000,60.79003906,281.319458,1000,71.54550171,341.3754272,1000
544.0200195,0.151105583,0.68362838,2.179471254,1.018704057,5.442456245,20.67475891,1.481140971,5.785691738,21.67797852,1.208408475,5.684428215,18.47751045,0.633231998,5.27769804,19.08739853,0.74472487,4.485963821,17.21733856,96.4045105,439.1524048,1000,97.43052673,459.1894226,1000,112.2543488,521.5021973,1000,113.3139114,517.6972046,1000,62.28499222,282.8690491,1000,74.16033936,336.6452026,1000
545.0700073,0.192987025,0.358021647,2.323585033,0.857490122,4.941541672,19.23287392,1.118786335,5.565430641,20.31579399,0.781223476,4.269958496,18.52188492,0.82450527,5.122163773,18.3747921,1.256114244,5.05094862,17.0547657,93.47315216,433.6296997,1000,95.96633911,455.9830627,1000,111.0412598,511.6108093,1000,110.3348618,514.1230469,1000,58.85460281,274.6163635,1000,71.58058167,331.6923828,1000
545.9699707,0.041452155,0.381072074,1.643123865,1.254705071,5.150677681,19.36427689,1.184406161,5.809437275,19.82415771,1.227721453,4.938067913,18.56339455,1.163097739,4.924211979,18.57305908,0.902654111,4.781563282,16.80772591,93.50856018,434.071228,1000,95.72390747,447.9669189,1000,108.3713608,505.5864563,1000,109.4469223,510.0579834,1000,59.20285416,277.4598083,1000,71.95998383,329.8813782,1000
547.0100098,0.04980493,0.568850279,2.027925968,0.901088834,4.733112335,18.90584946,0.967043519,5.382316113,20.3358078,1.022323489,4.745183468,18.58839989,1.059147239,4.744981289,18.50570297,0.914061725,4.047796249,17.20435905,92.11947632,418.8683472,1000,94.0632782,440.5959167,1000,108.750412,511.1286621,1000,107.9320374,498.9146729,1000,58.32529068,270.9793091,999.9042358,70.9190979,320.9812012,1000
548.0499878,0.058074418,0.510047317,1.521803856,1.242698073,5.633581638,17.96179962,0.897836566,5.349014759,18.89365959,1.068357825,4.962333202,18.17272568,1.18298161,4.666512012,17.70889091,0.761202335,4.622835159,16.64009666,89.65280914,422.8140259,1000,94.86678314,439.5281372,1000,107.279274,504.1867371,1000,111.2941513,495.0155334,1000,57.08289337,265.6496582,997.5784912,67.20076752,316.0964355,1000
548.9500122,0.141266421,0.589954674,1.851516247,1.252212167,5.138679028,18.59053802,1.184964418,5.640871525,18.81964302,1.490148902,4.712229252,17.13437271,1.221340656,5.399035454,17.36462975,1.001661062,4.286288738,15.82725334,91.24499512,418.5422363,1000,96.17684937,431.910614,1000,105.6573944,491.9438171,1000,109.5322418,496.2856445,1000,58.42492294,261.0608215,973.6487427,67.40362549,318.4785156,1000
550,-0.008169801,0.551165402,1.802292466,1.147336483,4.716267109,18.41134262,1.203176975,5.417125225,19.02363777,0.866157234,4.507985592,16.19393349,1.119622827,4.511415005,16.44253922,0.753491163,4.179714203,16.26803017,89.71199799,403.0065308,1000,94.51530457,430.7063293,1000,102.9034424,485.5427246,1000,106.1836319,484.6794739,1000,55.95140839,261.1437378,975.531311,70.33384705,313.750946,1000
551.039978,0.090571508,0.613565028,1.790912628,1.040076494,4.398473263,17.6834774,1.294126749,4.655091286,18.65468788,0.849454939,4.901576996,16.47648621,1.125173569,4.271246433,16.13475037,0.507073641,4.281617641,14.77212238,88.63256073,402.5717468,1000,90.67745972,423.8562927,1000,102.0086365,480.3927307,1000,103.286232,475.4801636,1000,55.65214539,256.7647095,948.4929199,64.92307281,311.6290588,1000
551.9400024,0.115109801,0.503445685,1.684053183,1.203299046,4.411343098,17.01181984,1.067932367,5.294059753,18.43402672,0.901966929,3.625185013,18.46138,1.320726156,4.497400761,15.77602863,0.679651856,3.902844906,16.65737534,85.57914734,401.5886536,1000,91.98927307,418.09729,1000,103.0625229,472.7580872,1000,106.3142014,477.1148071,1000,56.6685257,250.6914978,939.5168457,68.26178741,303.3485413,1000
552.9799805,0.008127769,0.462350965,2.161293983,0.630119681,4.762526035,17.53707695,1.241201043,4.920660019,18.95441437,1.283761263,4.568317413,17.02747345,0.809223533,4.473337173,15.97307587,0.518509984,3.917451382,13.95035076,85.50531769,393.3985291,1000,89.67370605,413.1960754,1000,100.8237839,463.414978,1000,103.1146851,461.7242126,1000,54.07675552,250.5712585,931.3394165,63.26208115,302.1474915,1000
554.0200195,0.100748055,0.621816516,1.709097147,0.90263468,4.169953823,16.7728405,0.915743232,3.758267164,18.19635963,0.648721457,4.270191193,15.64875412,0.939494848,3.788516521,16.46603775,0.895448148,3.857462883,14.75090408,83.14307404,387.0679016,1000,87.63894653,404.8769226,1000,99.53366089,459.3645935,1000,99.59234619,463.9404907,1000,51.72801208,244.7394104,917.2404785,63.59902954,300.6384277,1000
555.0700073,0.082161844,0.486125439,1.223627806,1.130539656,4.667936802,16.76266861,1.048677564,5.363146305,17.25000191,0.936922312,4.102413654,15.68808174,0.772110999,4.930436134,16.26896667,0.966904044,3.276548624,14.03176212,84.93457794,385.0317688,1000,84.94299316,393.9197693,1000,96.78255463,445.8960571,1000,98.29369354,450.8658447,1000,53.563797,240.8815155,908.7248535,64.59500885,294.2156372,1000
555.9699707,0.058303695,0.302665442,1.618326068,1.224174976,4.160887718,16.94950676,1.013458371,4.843366146,16.78450966,0.882912278,5.079219818,14.69362831,0.644436359,3.794378281,16.83325386,0.852419496,3.880463123,13.96078205,76.66725159,377.8591309,1000,84.68875122,396.0578308,1000,94.9214859,448.7018738,1000,96.60019684,453.4373779,1000,50.09731293,232.5014343,887.6460571,62.31886673,286.9989014,1000
557.0100098,0.129845902,0.510921776,1.554597855,1.122503638,4.051874161,16.32085037,0.965929747,4.720592976,17.35819244,0.997476995,3.793791294,16.3180809,0.877506852,3.932332516,14.42540741,1.063722014,3.459367752,12.51973915,81.77999115,373.1134949,1000,82.7986908,383.7720032,1000,95.29602814,441.3288574,1000,100.5158386,435.4892578,1000,53.52141571,238.0052032,871.3571777,60.07952881,280.1553345,1000
558.0499878,0.032568518,0.220736221,1.365660429,0.595243037,3.63022542,15.61921215,0.965417385,4.494945526,16.79519844,0.837548971,3.846179724,15.13362598,0.889463246,3.52357173,14.6372261,0.70348227,3.500506401,13.74394608,79.02378082,366.3626709,1000,81.74639893,377.350708,1000,94.21535492,434.1753845,1000,95.40473175,435.0469971,1000,50.09831619,234.0360413,865.901062,59.882164,286.4807434,1000
558.9500122,-0.032764595,0.54465878,1.539043546,0.784772098,3.857127905,15.59693241,0.785464585,4.407299519,16.60957146,0.764627636,3.952807188,16.04770851,0.935829997,3.944144964,14.43297577,0.688588202,3.546458006,13.90999794,79.53308105,360.9153748,1000,81.21247101,368.9290771,1000,91.24941254,422.0563354,1000,94.35997009,426.8487244,1000,49.06798172,225.1554108,846.8869019,57.18355942,278.975708,1000
560,0.098908708,0.287316918,1.344500303,0.892368555,3.841913462,14.98144913,0.793825805,4.377768993,16.78627396,0.555132031,4.181346893,14.21641159,0.848889351,3.227405071,14.32375336,0.698086202,3.11791563,13.61274433,76.585495,354.8947449,1000,80.29730225,370.8722229,1000,88.48390198,414.5522156,1000,93.06065369,416.7434998,1000,48.497612,223.2223663,844.5665283,57.97150421,270.7245483,997.9073486
561.0200195,-0.008385111,0.33582902,1.464898229,0.841078281,3.537261486,14.29243851,0.923400879,3.896680117,15.44110012,0.784715414,3.691381454,14.35709476,1.063455582,3.569237947,14.63427544,0.88411963,3.265878201,11.69833755,74.04885864,346.5309753,1000,79.32495117,359.8566589,1000,87.78535461,415.6835327,1000,88.35692596,416.118927,1000,47.3145256,219.1356201,818.0279541,58.91459274,265.8161316,989.4603882
562.0499878,0.125708163,0.441652417,1.197503448,0.735093713,3.851260662,14.3758812,0.871854186,4.162549019,14.83832836,0.698068678,3.516233921,12.33615494,0.792844594,3.212299585,14.11573601,0.997103274,3.333907843,12.26993847,74.13750458,340.203186,1000,77.98258209,354.9836426,1000,86.32409668,402.4645691,1000,85.45241547,402.2211914,1000,49.64823151,216.988739,797.3309326,57.14968109,261.1429749,954.979187
562.9400024,0.121567875,0.386095345,1.412236333,1.024435282,4.125638485,13.48434734,1.129353046,4.132151127,13.2297821,0.623794437,4.00936842,13.21521091,0.644903243,3.282442331,13.71480656,0.96401304,3.139851093,12.75564194,73.80262756,336.5698547,1000,73.39370728,351.6179199,1000,84.58273315,399.1149597,1000,87.40847015,408.4647522,1000,47.62850189,210.3903961,801.1064453,54.76050568,255.9627838,965.9194336
563.9699707,0.043482799,0.195775166,1.353488207,0.794520319,3.858999968,12.75978088,0.899189889,3.847359657,14.57137489,0.778036177,3.947186708,13.09720612,0.843163312,3.986078262,13.62372684,0.371104449,3.185804844,11.07945538,72.27498627,327.4939575,1000,74.67444611,337.6293335,1000,88.37660217,391.1603699,1000,87.16048431,392.8625793,1000,43.47410202,208.8752136,776.6174927,55.48402405,248.4690552,943.3060913
565,0.129088894,0.464884818,1.760842085,0.850060999,4.04352951,13.80994892,0.961854875,3.09008646,14.02647495,0.590372801,3.577292204,13.07777691,0.829077363,2.646974087,12.3133812,0.611759782,3.159216642,11.25832653,69.37640381,317.8688354,1000,72.11825562,333.0763855,1000,80.44111633,390.8814697,1000,83.45993042,382.6895142,1000,44.04071808,207.2098236,768.1599731,52.23963165,241.1166229,923.2797241
566.0200195,0.087913632,0.424024582,1.435727119,0.930958152,3.91027379,13.54983711,1.047014356,3.827021122,14.2916708,0.586495519,3.908431053,13.4873724,0.562535107,3.267366171,12.29944038,0.56505394,2.919928312,11.49312019,68.59433746,318.9586792,1000,72.11282349,333.6434326,1000,80.98658752,380.7303467,1000,82.75222778,376.8868713,1000,44.48470306,199.6344757,760.5498047,53.89445114,246.852417,910.6801758
567.0499878,0.142561242,0.480807245,1.234757423,1.08139348,3.344459772,13.71768856,0.932820141,4.006325722,13.25606155,0.522054732,3.372615099,12.45988464,0.803325892,3.178668737,12.36674976,0.651962221,2.913454533,10.63919735,65.76994324,312.6285706,1000,72.16460419,320.6132507,1000,80.45510864,368.1912537,1000,79.90873718,374.5960388,1000,43.23442459,197.5246735,741.4733276,50.12779236,244.5318604,899.9290771
567.9400024,0.05173618,0.51923126,1.26673913,0.267002642,3.241845608,14.1762886,0.760858774,3.828246117,13.01116467,0.736438692,3.082433462,11.97342873,0.639074385,3.175078154,11.50311375,0.530771673,2.865139961,11.03721046,66.78656769,311.0394592,1000,70.42919922,324.2037659,1000,79.59393311,365.9138489,1000,77.30802155,360.535553,1000,41.98233795,197.1723938,736.7194214,50.53766251,233.7244568,884.4706421
568.9699707,0.101136945,0.254378259,1.282308698,0.932882905,3.866631031,13.41677475,1.036828518,3.445305824,13.45240593,0.762144625,3.147996664,12.28421021,0.745068133,2.791952848,11.32830906,0.578988731,2.42689395,10.68829441,65.12638855,300.303009,1000,70.01145172,315.3334961,1000,77.4311676,364.3295898,1000,77.54048157,355.0359192,1000,43.30231094,190.5914917,717.8317871,46.86404419,226.4461517,858.8757935
570,0.04238617,0.447044909,1.072899342,0.884963095,3.212803841,12.64279938,0.576066136,3.818104982,12.59826469,0.625453472,2.989467382,12.0013237,0.804218411,2.973871469,11.26459122,0.646914244,3.124228239,10.6565361,65.04029083,294.6451111,1000,68.1509552,306.1488037,1000,74.43952942,345.5990295,1000,75.47368622,349.93573,1000,39.70317841,185.9939117,691.2787476,49.32984161,224.1925201,842.3286743
571.0200195,-0.025390593,0.29774043,1.016062856,0.844335914,3.175187588,12.10758591,0.426332295,2.769953012,12.55731773,0.65752393,2.64366889,11.07006168,0.840846837,2.687181234,11.53312111,0.833890677,2.905241966,9.610394478,62.14684677,290.4690857,1000,66.00100708,307.5851746,1000,76.48769379,344.1388855,1000,73.97331238,338.1958008,1000,39.64970779,184.6375122,686.1767578,47.51867294,221.9353638,836.5194092
572.0499878,0.191403478,0.155755162,1.493676066,0.688910246,3.193612576,11.26966286,0.540654719,3.2967906,12.56939697,0.553846657,2.915255308,11.43980026,0.810244203,3.152666092,11.82003593,0.656179011,2.68487668,10.20295811,60.6766777,283.447876,1000,66.10832977,304.8943176,1000,73.89795685,341.9133301,1000,74.17238617,336.9965515,1000,41.26959229,183.8517761,682.6089478,46.21184158,219.001358,815.9729004
572.9400024,0.066766262,0.401020318,1.301771283,0.801099658,3.327917337,12.57772255,0.826156616,3.71210146,12.65798092,0.679647982,2.392344475,11.58340359,0.452181786,3.288687229,11.08475494,0.445308417,2.620250702,9.584290504,59.42117691,278.6043701,1000,59.71176529,291.2413025,1000,69.8714447,333.1772156,1000,70.62473297,340.7142334,1000,38.99135971,180.604599,667.4401855,44.70695114,221.7252655,799.5516968
573.9699707,0.148925558,0.195967004,1.159173846,0.595663548,3.19473815,10.74607468,0.620342135,3.941159248,12.20551777,0.663535655,2.712871075,11.45879269,0.440104276,2.322646618,10.10879326,0.393347293,2.310965776,9.345793724,57.9415741,267.9611206,1000,61.53692627,285.6862183,1000,67.08950806,330.9240417,1000,71.00390625,324.8510437,1000,37.20305634,172.845932,650.1450806,44.89048004,209.3532715,789.4719238
575,0.12105491,0.287965655,1.263325095,0.761253893,3.144842625,11.34523964,0.702895403,2.820261002,11.82371235,0.733131588,2.766000271,10.31204796,0.37916255,2.860842705,10.5524435,0.54773283,2.204485416,9.405669212,57.41387558,262.8181152,1000,60.93258667,281.7263794,1000,69.1062088,319.7639771,1000,68.07138062,326.1716003,1000,36.60150528,170.7644043,638.9380493,46.60591888,201.7240601,778.9407349
576.0200195,0.101090938,0.397352696,1.010996938,0.809223533,2.734013796,11.14371777,0.912285447,3.256626129,11.28726196,0.640106499,2.682399988,10.50797367,0.810848832,2.890876055,9.625739098,0.669179618,2.328128338,8.547515869,54.06112671,260.4643555,981.8551025,61.15699387,272.271698,1000,66.70071411,310.2261353,1000,64.94746399,313.533844,1000,35.72548676,165.4324036,622.9053345,42.0430336,198.7556305,760.3757324
577.0499878,0,0.364996821,1.068885088,0.58391726,2.748845339,11.74321461,0.404309243,3.206858873,10.83070087,0.548081279,3.036985159,11.13458347,0.564500511,2.574867249,10.21218967,0.531372011,2.6892097,8.702327728,55.02438736,254.7027435,964.7896118,57.63519669,268.8756714,1000,63.13128662,305.2045593,1000,65.93125916,311.7161255,1000,34.72636032,162.4192352,618.7733765,42.43237305,200.6717377,741.6254883
577.9400024,0.008418642,0.251131713,0.851953685,0.505548358,2.583256721,11.23396111,0.477630943,2.973933458,11.10209656,0.775747895,3.020653725,9.763077736,0.651840806,2.72833395,9.968021393,0.437228799,2.268231153,8.897201538,53.93764114,253.3997955,951.0822754,57.97125244,262.2138977,985.9815674,66.62512207,307.3562927,1000,64.8693924,308.0287781,1000,34.82691193,159.128067,602.3469849,42.1613884,193.7044983,725.2856445
578.9699707,0.050701369,0.182141066,1.076047063,0.703169346,3.115530968,10.45082474,0.286358893,3.019713879,10.1939621,0.355197728,2.43217206,10.03601837,0.411063492,2.657674313,9.06662178,0.482770085,2.287111282,8.779863358,51.65790939,252.5053558,935.5265503,55.57846832,261.6549377,968.2018433,62.20875168,292.6187134,1000,67.17218018,298.6806946,1000,32.61026382,156.1256409,594.0505371,39.33740234,188.2981415,713.1954956
580,0.033980664,0.26491949,0.721282303,0.521554709,2.408468485,10.13399506,0.748920322,2.49329114,10.74734497,0.611792326,2.476907253,9.163083076,0.564788759,2.872027397,9.124219894,0.550036669,2.631718159,8.814621925,54.31174088,242.2484589,903.8983154,54.61197662,249.688858,946.4465942,63.60264969,293.6515808,1000,65.1875,291.0845032,1000,35.7840271,151.4320679,582.0678101,38.74697113,184.3381958,702.319397
581.0200195,0.033981245,0.272410631,1.113250852,0.639484346,2.272125006,9.97900486,0.744312167,2.653434753,10.71259689,0.366456449,2.354381561,8.322419167,0.576542199,2.34820962,8.674689293,0.334806472,2.366303921,8.097455025,51.25557327,230.791214,881.2999268,53.43701935,245.3829956,923.6950073,61.32312775,280.5545044,1000,61.37129974,285.1303406,1000,32.59725952,148.9654388,561.7615967,40.36853027,184.7874451,685.906311
582.0499878,0.042409901,0.110150717,0.96233958,0.58283788,2.508084774,9.890539169,0.506627679,2.600282431,10.62540245,0.50660336,2.474144459,8.476394653,0.42574206,2.665238142,9.53088665,0.397442848,1.942612171,8.086044312,51.43225861,227.2602844,866.0258179,52.11867142,243.5402222,898.8136597,59.18230438,279.0915833,1000,59.88233185,277.6340332,1000,31.269207,145.9628296,549.1622314,38.0234108,183.1648102,670.0718384
582.9400024,0.066645563,0.14236626,0.986327648,0.606494546,2.403877974,10.18139648,0.616533399,2.90653801,11.01428699,0.705983639,2.558308363,8.495794296,0.503638327,2.968501329,8.644180298,0.27666229,1.803432345,8.040371895,49.06401062,227.3556671,856.7349243,50.49072266,232.6320038,881.4614868,58.5275116,271.8566284,1000,61.52998352,273.0761108,1000,30.74888802,142.6139679,546.6523438,38.66524124,176.7519989,658.6915283
583.9699707,0.060197968,0.254338443,1.074888229,0.368487001,2.470494986,10.49154663,0.746415913,2.41927433,9.68688488,0.671648741,2.57910037,8.723304749,0.269357979,2.075182438,8.536014557,0.621699929,1.819549561,7.48876667,48.94107437,222.0890808,827.7634277,51.44404221,226.3643799,866.940979,55.09611893,261.3650513,985.3751221,54.70420837,270.9189148,1000,31.83353233,140.824234,527.3660278,35.65660477,170.4009857,640.6657715
585,0.008708602,0.249986857,0.76521337,0.491963178,2.432244539,10.17752743,0.42671755,2.650032997,9.913226128,0.535387397,2.295175552,7.77419138,0.5533849,1.885369539,8.405038834,0.413031131,2.228242159,6.72822237,46.85747528,216.4334717,809.5939941,49.40114975,224.8721161,849.3463135,56.42776489,256.5896301,970.2612305,54.23948669,258.0323181,978.4196777,30.42949104,136.903183,527.2090454,36.18775177,168.7757111,631.1972046
586.0200195,-0.0415379,0.121805027,0.646805465,0.647118986,2.490066051,9.502967834,0.605286181,2.69943285,9.437704086,0.46206063,2.417464733,8.817769051,0.550941229,2.112406731,8.799541473,0.53469944,1.979424834,7.849697113,48.04796982,210.0029907,794.5921631,47.62615204,222.7824402,828.9100342,54.58137894,250.4754333,944.6286621,54.93717957,256.1982117,948.0631714,28.17210579,132.8824005,505.7622681,35.18661499,165.3357544,609.8050537
587.0499878,0.084834196,0.142363504,0.650207639,0.454900473,2.218319178,8.987843513,0.695935547,2.660312891,9.975938797,0.596163809,1.97897172,8.414990425,1.003258348,2.294757605,7.533044815,0.502542555,2.202441692,5.940217972,46.06690598,207.9946747,788.5103149,48.04058075,215.279007,806.8517456,53.36179352,246.8323364,931.4401245,54.61269379,247.9318542,932.0913086,27.12483597,131.538559,491.083374,34.28103256,155.8173523,597.4262085
587.9400024,0.083766826,0.262071669,0.569419503,0.508550525,2.191738367,9.753046989,0.545033395,2.315705538,9.003866196,0.473472595,2.369290829,8.000678062,0.545535386,2.386777163,8.389551163,0.426275283,1.882470727,7.973846912,44.95811081,202.1959686,766.2385864,43.3502655,212.1370392,796.7757568,48.92843246,243.0181122,905.0393066,49.7297554,239.7112122,910.4608154,28.17776489,127.0140533,489.5674438,34.14600754,156.7672272,581.5337524
588.9699707,0.117791578,0.200369716,0.744120479,0.52962482,2.219777584,8.639649391,0.57601738,3.063359737,9.169439316,0.383324534,1.846454978,8.246524811,0.373298377,2.394037247,7.723106384,0.328573227,1.571885347,7.193157673,39.74296188,199.1522064,756.8144531,44.86698151,210.1992188,772.2164307,50.40295029,235.3926544,897.5719604,51.73616791,235.5081329,896.2738037,27.70761681,126.095993,479.3649597,32.78759003,154.7913513,569.8640137
590,0.050318684,0.11144837,0.71193552,0.497420132,2.052574873,8.554388046,0.468290061,2.711411476,8.057706833,0.364666373,1.981009245,7.871636391,0.434914976,1.850689054,6.991360188,0.306575656,1.800312042,6.498990536,41.38885498,191.6407166,728.9907227,45.97214127,206.3037415,753.3970947,50.38857269,235.3422089,862.6884155,50.59538651,234.346756,875.3554688,25.60328102,121.0678406,462.1925049,32.03659439,150.082077,565.4711304
591.0200195,0.086029641,0.159355149,0.878317773,0.477066129,2.181945562,8.343858719,0.562871993,1.989044189,9.332947731,0.583866358,1.60631907,8.205708504,0.575754762,1.850277185,7.123309135,0.275624752,1.685210586,6.637167931,40.06818771,189.1400146,709.3724365,40.43731308,192.9299011,734.1616211,47.33408356,231.3180237,837.6837158,49.64809418,229.9997406,850.7350464,25.26048088,118.5787201,450.9125366,31.09272766,141.3518372,547.3483887
592.0499878,0.126029238,0.247679621,0.78153789,0.352795899,2.414894581,7.526329041,0.681680441,1.962841988,7.984471321,0.313152403,2.386177778,7.507055283,0.380122125,2.204842567,7.028537273,0.293895364,1.274160028,6.195729256,38.69467545,186.2425842,699.4932861,43.33691025,198.3312531,725.6040039,49.3919754,219.430954,842.6436768,49.31189728,219.3688049,841.6037598,26.56352806,114.9381485,436.9040222,30.58209419,141.1673737,536.4082642
592.9400024,0.059554704,0.130879775,1.050346136,0.474090129,1.875921249,7.888998985,0.299970001,2.254864454,8.222352028,0.413098663,2.239341497,6.807666302,0.36758107,1.820729256,6.642962456,0.20891133,1.663157701,6.014176369,37.57061768,176.7889709,682.0409546,43.12821579,186.9655609,711.8983765,47.64097977,217.7053833,812.5169678,45.35203934,211.9438324,818.4301758,23.50819778,116.1437912,432.5740356,31.76815414,139.0669708,525.7199707
593.9699707,-0.026116934,0.219557405,0.448206514,0.405789256,2.179723501,8.016281128,0.349423885,2.319377661,7.597101688,0.374176592,1.837625504,6.638616562,0.295530736,1.997654557,7.219253063,0.54477644,1.46674192,5.89848423,39.49509048,177.5514984,668.6478271,39.43854141,185.5909424,692.5090332,46.16829681,213.8136444,790.2091675,46.1288681,215.4372253,811.6879883,25.13451385,110.196022,425.8147278,30.78874779,132.8726654,507.8666687
595,0,0.175908372,0.826318204,0.527647018,2.034247398,7.774531841,0.319515675,1.919360638,7.073113441,0.25167495,1.956720352,6.264922142,0.722706974,1.836720943,6.385721684,0.417931825,1.573709726,5.932787895,37.43347549,180.60112,651.2327881,38.73203659,183.9864349,684.0651245,46.04179764,203.0904541,786.9730835,45.32297516,211.4238129,780.4708252,22.65494156,106.3809204,414.4415588,27.30150604,131.9851074,494.3562622
596.0200195,-0.008342301,0.174575359,0.66497016,0.557316244,1.783343077,7.470602512,0.219159618,2.294855833,8.363706589,0.460263908,1.936413288,7.435191631,0.483157307,1.62088716,6.315076828,0.479148507,1.174116969,5.767633438,36.22110367,164.4242554,642.715271,39.02579498,176.7937775,668.2999268,42.40651703,202.859024,767.3282471,43.51027679,205.1843719,764.90802,23.2359581,109.8502121,409.4619446,29.23485374,128.6841431,491.6777039
597.0499878,0.008536574,0.077166446,0.381938815,0.47705859,2.01339221,7.655005455,0.523480654,2.030292988,7.626446724,0.473521531,1.627350211,6.221664429,0.482802242,1.767877579,6.61717844,0.313193262,1.268726945,5.163713932,36.44829941,166.0581665,624.4556885,40.61235809,175.5999756,650.3880615,41.17834091,201.1438599,756.4302979,43.10139465,202.3763275,749.5921631,22.65286255,102.5370407,391.3312683,27.66158867,127.9271698,480.9710999
597.9400024,0.143644169,0.224791259,0.444530338,0.437916875,2.640289783,7.901610851,0.562960625,1.346948743,7.003962994,0.406201333,1.753712535,6.287651539,0.258900762,1.692080975,5.927257538,0.36553207,1.623355269,5.209210873,34.48606491,163.3839417,612.6098022,35.15717316,172.0162506,632.0910645,41.97412872,194.7324524,734.9985352,41.7442894,196.5388184,731.6929932,22.7569313,104.4559784,391.8646851,27.91226578,123.6693268,468.5155945
598.9699707,0.008439246,0.149024531,0.65811342,0.485825807,1.980868578,7.52686739,0.430114776,1.923894763,7.387886524,0.341090947,1.715826988,6.242156029,0.375290185,1.364981174,6.049903393,0.270437002,1.296408415,5.557623863,35.20749664,161.4034882,596.1737061,36.5859642,168.0683441,631.5856934,39.93793488,187.5410919,717.8560791,39.2893486,189.2840729,717.9071045,22.53240585,100.7250824,377.1132507,26.2064476,122.355896,459.5314026
600,0.077164464,0.178151056,0.527205765,0.689731479,1.851221919,8.32195282,0.391947568,1.856755018,7.563871384,0.417376488,1.606873751,5.76878643,0.367367536,1.593724012,6.613033295,0.249537498,1.142045975,5.348049164,32.7843895,156.3208008,582.3109131,33.33387756,165.4013672,605.3928833,39.84735107,189.8946228,701.409668,39.27210236,183.9406891,704.6218262,21.96447563,100.3460693,370.0689392,26.74254227,118.5175629,454.0066223
601.0200195,0.042801987,0.102784827,0.521796286,0.650673807,2.044215202,7.449445248,0.491483778,2.207978249,7.437983513,0.144547984,1.789860964,5.770332813,0.233570069,1.521838307,5.805524349,0.394189477,1.272346854,4.476732731,31.82252502,151.5454559,574.8829956,33.21287155,156.1102753,604.347168,38.1307869,181.1957245,690.6135254,41.28347397,180.8409271,691.1796875,21.42845154,94.68281555,357.0194092,26.22973442,117.4501877,437.3974609
602.0499878,0.034199435,0.096410945,0.510979593,0.519467711,1.692644596,6.898693562,0.47573334,1.989123464,6.622820854,0.227575392,1.593411326,6.099580288,0.177013531,1.463082314,5.011434555,0.259008914,1.818970442,4.394061565,32.70952988,151.8303223,560.6912842,31.55027008,156.4249268,581.7241821,37.53934479,176.1289368,671.3104858,37.13965607,181.447998,672.3078003,20.69317627,95.19813538,357.1294556,25.28788757,113.6688538,427.5557861
602.9400024,-0.017001743,0.185065836,0.667749584,0.499077946,1.817241192,7.583676815,0.275510579,1.935458183,7.266804218,0.209527642,1.742431045,6.405927181,0.551737964,1.233613014,5.297260761,0.128571063,0.932630718,4.230190277,30.32534027,143.2784424,544.7687378,34.23000717,152.3101196,565.9266968,38.35788345,171.6174164,651.5941162,36.6332016,170.5315857,656.7151489,20.15312386,91.22872162,351.7562561,24.4836998,113.7976913,422.4254456
603.9699707,0.034035023,0.045142941,0.302478373,0.253742695,1.515864968,6.414318085,0.384378851,2.124252558,7.581045151,0.468655467,1.623271227,5.352846146,0.382383168,1.303943396,5.633430958,0.359246433,1.412654161,5.056126118,31.16521072,144.5038452,534.7042847,33.76358795,143.8482208,559.6055298,37.20466614,167.2776337,634.1967773,37.44392776,166.2636566,639.3873291,18.71186829,87.98576355,343.9071655,22.43514633,108.0429153,412.9631042
605,0.078408144,0.143560961,0.476245642,0.530879498,1.646327138,6.791813374,0.654950321,1.650724888,6.071763039,0.510708153,1.58977282,4.356522083,0.400863111,1.159609079,5.151247025,0.186421722,1.34576118,5.003143311,28.80885506,138.9323883,521.9783325,30.67915154,145.1747894,542.755188,37.73325729,165.5548859,621.5299683,36.31878662,172.0219879,618.4296265,19.8247776,86.59292603,330.208313,22.36990738,104.4063568,392.8585205
