Wavelength,Ethanol_1,Ethanol_2,Ethanol_3,0_Hg_1min_1,0_Hg_1min_2,0_Hg_1min_3,0_Hg_3min_1,0_Hg_3min_2,0_Hg_3min_3,0_Hg_5min_,0_Hg_5min_2,0_Hg_5min_3,0_Hg_10min_1,0_Hg_10min_2,0_Hg_10min_3,0.025_Hg_1min_1,0.025_Hg_1min_2,0.025_Hg_1min_3,0.025_Hg_3min_1,0.025_Hg_3min_2,0.025_Hg_3min_3,0.025_Hg_5min_1,0.025_Hg_5min_2,0.025_Hg_5min_3,0.025_Hg_10min_1,0.025_Hg_10min_2,0.025_Hg_10min_3,0.05_Hg_1min_1,0.05_Hg_1min_2,0.05_Hg_1min_3,0.05_Hg_3min_1,0.05_Hg_3min_2,0.05_Hg_3min_3,0.05_Hg_5min_1,0.05_Hg_5min_2,0.05_Hg_5min_3,0.05_Hg_10min_1,0.05_Hg_10min_2,0.05_Hg_10min_3,0.075_Hg_1min_1,0.075_Hg_1min_2,0.075_Hg_1min_3,0.075_Hg_3min_1,0.075_Hg_3min_2,0.075_Hg_3min_3,0.075_Hg_5min_1,0.075_Hg_5min_2,0.075_Hg_5min_3,0.075_Hg_10min_1,0.075_Hg_10min_2,0.075_Hg_10min_3,0.1_Hg_1min_1,0.1_Hg_1min_2,0.1_Hg_1min_3,0.1_Hg_3min_1,0.1_Hg_3min_2,0.1_Hg_3min_3,0.1_Hg_5min_1,0.1_Hg_5min_2,0.1_Hg_5min_3,0.1_Hg_10min_1,0.1_Hg_10min_2,0.1_Hg_10min_3,0.01_Hg_1min_1,0.01_Hg_1min_2,0.01_Hg_1min_3,0.01_Hg_3min_1,0.01_Hg_3min_2,0.01_Hg_3min_3,0.01_Hg_5min_1,0.01_Hg_5min_2,0.01_Hg_5min_3,0.01_Hg_10min_1,0.01_Hg_10min_2,0.01_Hg_10min_3,0.015_Hg_1min_1,0.015_Hg_1min_2,0.015_Hg_1min_3,0.015_Hg_3min_1,0.015_Hg_3min_2,0.015_Hg_3min_3,0.015_Hg_5min_1,0.015_Hg_5min_2,0.015_Hg_5min_3,0.015_Hg_10min_1,0.015_Hg_10min_2,0.015_Hg_10min_3,0.02_Hg_1min_1,0.02_Hg_1min_2,0.02_Hg_1min_3,0.02_Hg_3min_1,0.02_Hg_3min_2,0.02_Hg_3min_3,0.02_Hg_5min_1,0.02_Hg_10min_1,0.02_Hg_10min_2,0.02_Hg_10min_3,0.0075_Hg_1min_1,0.0075_Hg_1min_2,0.0075_Hg_1min_3,0.0075_Hg_3min_1,0.0075_Hg_3min_2,0.0075_Hg_3min_3,0.0075_Hg_5min_1,0.0075_Hg_5min_2,0.0075_Hg_5min_3,0.0075_Hg_10min_1,0.0075_Hg_10min_2,0.0075_Hg_10min_3,0.005_Hg_1min_1,0.005_Hg_1min_2,0.005_Hg_1min_3,0.005_Hg_3min_1,0.005_Hg_3min_2,0.005_Hg_3min_3,0.005_Hg_5min_1,0.005_Hg_5min_2,0.005_Hg_5min_3,0.005_Hg_10min_1,0.005_Hg_10min_2,0.005_Hg_10min_3
565,-0.016931217,-0.008293524,0.026024498,0.632412434,0.367886812,0.828293085,0.592592597,0.813141763,0.976815224,0.619825959,0.561477423,0.744686484,0.435863912,0.472996205,0.636677742,100.1083069,99.23032379,99.43094635,94.21775818,98.23956299,100.3403168,97.78561401,97.42340088,95.76078033,96.12557983,98.10070801,93.64923096,156.3490906,153.6000366,149.7766113,152.8267975,156.7002563,152.7066193,153.0697784,149.0313263,152.8661194,154.0518494,156.5234375,151.5776367,142.9897461,143.9910583,141.2650604,139.7176514,141.4227753,139.1908264,142.0691833,137.0151825,141.9561005,142.6941223,141.8090668,141.131134,124.7088928,126.5999374,128.4657898,124.9936523,127.7381897,128.0202942,128.3557892,122.7309952,125.6626663,128.7366943,128.7757874,127.9901886,59.08098221,58.91903687,57.0275383,59.55075455,58.86156082,57.7209053,57.09634018,56.76570511,56.54582977,59.43062592,58.00257874,56.01870346,84.41563416,89.26287079,85.155159,89.76283264,89.45044708,84.43476868,85.87149811,83.41223907,87.3977356,84.47286987,85.12718201,88.29988861,90.38434601,91.8562851,93.58568573,93.28863525,89.59886169,84.92329407,90.40943146,90.63814545,88.34747314,90.43579865,35.96615982,36.51778412,36.76464462,35.94735336,38.08840179,36.52888489,35.71914291,36.29059601,35.94197845,33.67251968,35.56097031,35.55298615,1.050186515,0.946002483,1.051668525,0.958528757,0.844936848,0.805415154,1.457306027,0.961578667,0.929620683,1.18462503,0.662274718,0.869535863
566.0200195,0.016885474,0.041889027,0.04287466,0.898084641,0.799347162,0.471516132,0.423165798,0.739468932,0.958390594,0.362544894,1.065289497,1.042564154,0.886570156,0.711823106,0.885963798,98.46414948,97.29405975,95.70638275,96.54324341,93.70883942,94.91874695,97.05497742,94.58367157,98.38808441,94.02845764,96.17670441,94.34657288,151.2928314,149.1473236,149.4039154,148.2220917,149.5161591,148.9186249,151.1987305,149.945755,153.7230072,148.1019745,148.7097931,150.0627441,143.3458557,137.3459015,141.4148407,141.5953827,136.6193848,135.1856537,140.7613831,137.9470825,140.7535095,137.0492859,136.2877197,140.2335052,127.0025253,124.4662018,125.7498703,126.5207977,128.31073,126.8724518,123.4665222,123.5922012,128.1433563,125.5333862,121.5789566,127.5272675,58.45785522,57.47046661,52.9831543,56.87155151,56.5842514,57.318573,55.74673843,56.9406662,55.86784744,56.68853378,55.04501343,54.64997482,86.72811127,85.78539276,82.94231415,85.95485687,86.81680298,83.61782074,85.28794861,85.76893616,81.24037933,83.07250214,81.38726807,82.32295227,90.01261139,91.09992981,88.66213989,86.2563324,85.75992584,89.04103851,89.91109467,84.31971741,85.07202911,87.15727997,34.37680817,34.73351669,36.41769409,35.935009,33.61767197,34.08013535,33.64236832,33.62218857,35.35241318,37.26989365,35.24473953,35.02607346,0.713737667,1.050348997,0.52224493,0.816388965,0.943062604,1.124821663,1.035056233,0.818965912,1.172573805,0.919195175,0.856716275,0.806133509
567.0499878,-0.044660404,0,0.068791166,0.802588761,0.471245617,0.331364989,0.643414617,0.548029661,0.41968137,0.739214003,0.908233821,0.577308416,0.900786102,0.742263794,0.867331922,96.15252686,93.77585602,94.65515137,95.44552612,94.16362762,96.24230194,95.13896179,92.03411865,95.26892853,90.27241516,96.74320984,93.18447876,141.5085602,148.5258179,151.0522461,147.9520874,144.981842,144.8114624,147.9211426,149.039032,145.593811,147.3244476,144.0779419,145.4139404,139.7403107,137.2935333,138.7214661,136.4850006,138.9557953,135.3718567,137.6364594,135.5523987,138.3332825,133.9967041,135.3312988,132.8593597,120.3308792,123.368248,118.7521667,123.659584,129.0644379,118.2478638,124.31073,123.4339066,120.3985519,122.7174911,123.5351334,121.4546738,59.10874557,55.26962662,56.74097824,56.50096512,55.17142105,56.10243607,55.64487076,55.79050064,53.84169006,54.95935059,55.52462387,53.83547974,83.64202881,84.40629578,79.60684967,84.92424774,84.74462891,86.2539444,83.56413269,83.31952667,83.68540955,82.46977234,79.6552124,82.69080353,86.28894043,85.8326416,89.28420258,83.75408936,85.57608795,89.80329895,84.6848526,84.4658432,85.06111145,83.88201904,36.5336113,35.63189697,34.27697372,33.7404747,34.59262848,36.40218735,33.20833206,33.4498558,33.19054031,32.46937943,37.0209198,33.28097153,1.004990339,0.939928532,0.789584637,1.216066599,0.841150045,0.642695308,0.57172209,1.058383107,0.738416076,0.984444022,0.618413031,0.796391904
567.9400024,0.034926262,0.016874647,0.087319463,0.616028547,0.692170084,0.590503335,0.797143817,0.472959608,0.582853973,0.95025301,0.636203408,0.743507028,0.538360357,0.733914375,0.910616219,91.12525177,97.69023895,92.98928833,93.32621002,89.73566437,92.60535431,92.84056091,92.7508316,92.43387604,88.37409973,92.16335297,93.29840851,146.6030579,144.6800232,146.7640991,147.8691254,145.7579651,145.0323029,147.2997284,148.7315216,144.3072205,150.4327698,143.9165344,146.9953308,129.9307709,133.3293152,135.752594,133.3338928,133.6048126,132.8962402,135.380722,135.1573944,130.3847046,134.7068481,133.3907928,135.4398651,117.7965622,120.2907944,119.7705231,118.1509552,120.4223175,119.1394501,121.5581818,118.3373413,121.3562775,122.9779816,121.2980576,120.7187881,54.81433487,55.200737,52.30046844,55.81062317,54.95864487,55.44374466,52.38616943,53.82941818,54.62921524,55.27535248,52.46237946,56.08678055,84.45963287,80.07949066,80.47724152,81.48274231,81.84414673,79.23361969,80.68322754,82.31861877,82.29476929,80.07415009,78.07512665,81.83660889,85.39640045,87.70170593,86.6911087,86.23768616,86.5194397,86.07730103,83.55796814,83.89105988,82.77397156,83.99784851,34.04697037,33.72009659,34.40650558,35.84199142,32.59003448,34.73039627,33.79024887,32.71437454,33.46155548,33.99527359,33.9634285,34.61912918,0.881780326,0.739626527,0.84468925,0.971970677,1.1031394,0.779773355,0.637204349,0.703109801,0.92888397,0.689021587,0.758893549,0.827943087
568.9699707,0.025860285,-0.025026694,0.008489253,0.9241274,0.506484628,0.610821724,0.859309137,0.576007187,0.729810655,0.703330219,0.747580946,0.600554884,0.76761508,0.877372325,1.038492918,88.20375061,94.15063477,89.01486206,89.58081055,90.60518646,92.46671295,92.33663177,88.46320343,93.21656036,89.41186523,85.84876251,91.79370117,139.6630249,141.652359,142.1686554,137.5727844,138.6346283,143.927475,144.428894,141.1443481,141.77771,140.6827545,142.9761658,140.4466248,128.3719482,130.6481018,127.8654175,132.3467865,134.2778015,129.8637848,135.3437042,133.2775116,134.5899048,131.6008606,127.8051605,129.8863678,118.1478577,118.309494,117.7393036,118.8774948,118.2690887,117.1977386,120.4590607,117.4827881,115.2226257,116.9290009,118.2441483,116.3185501,54.82014084,54.79347992,52.25973129,54.36507034,51.47706985,54.38386917,53.00697708,52.5677681,52.77505112,52.65962601,52.35384369,52.87217712,77.51569366,82.24684906,82.81385803,80.36304474,77.96801758,81.99111176,76.01016235,80.93315125,80.34796906,79.87072754,77.42716217,80.60623169,85.96234131,81.858078,83.06221008,81.70970154,83.2569809,85.70952606,85.16860962,78.16040039,81.40604401,84.96013641,32.87610626,34.06987762,32.90756989,33.86748505,34.2245369,33.59853745,32.86582184,32.35314178,32.26431274,35.06994629,33.24832153,32.45056534,0.736232042,0.991012573,0.891740918,0.928307414,0.789670467,0.757371783,0.926816225,0.978919447,0.639297843,0.665612042,0.867799461,0.745906174
570,0.09413214,0.042012215,0.070209309,0.888334632,0.867237568,0.54313153,0.700972021,0.623042345,0.768171012,0.743044794,0.438456982,0.677824259,0.632079244,0.282950938,0.629532635,91.3853302,88.52562714,91.96564484,86.79833984,93.79506683,91.04824829,90.01528168,92.58675385,89.64443207,90.81776428,87.56005859,87.22827911,140.9064178,136.8850861,140.3082581,140.871048,139.7531433,139.6051941,136.3548737,139.8973846,139.3538055,138.1242981,140.2826233,139.4571838,129.3063049,130.0345306,130.7088623,127.0610504,130.0428772,127.0028687,128.4564056,132.4933624,130.5389709,131.9335327,126.4178314,130.9689941,116.7006683,116.9991379,117.7905121,115.4643707,118.3925934,118.3018646,117.0051346,118.0903244,114.2271271,116.2679825,117.5147781,117.0392303,53.44356537,53.86779785,53.82538223,52.79121399,50.9756813,52.57361221,53.75138855,54.2488327,51.09934616,52.66399384,52.63471222,52.10709763,79.60894012,79.72483826,77.95641327,79.10324097,81.02850342,80.30736542,78.26521301,76.30371857,76.18666077,75.02883148,78.54647064,78.03013611,83.9648056,78.79923248,82.11201477,83.63434601,82.57468414,80.46200562,79.55725861,81.584198,77.62522125,78.97802734,32.74738693,32.89558411,32.93617249,31.3253212,32.93199539,33.16949081,33.39197922,29.99394608,31.83560371,32.97632599,33.19594955,31.90641403,1.020381689,0.718106151,0.692462325,1.073723197,1.015202522,0.931942523,1.044408679,1.046042681,0.972319543,1.010495543,0.546865523,0.708432913
571.0200195,-0.017307626,-0.008349754,0.085460588,0.623404086,0.639115512,0.740639865,0.613919973,0.738051713,0.487053931,0.882924259,1.003574133,0.624299824,0.431961775,0.555691183,0.435397834,89.22201538,89.48558807,87.25948334,88.65842438,88.88482666,92.89294434,85.8844986,90.54403687,84.89691925,87.17909241,87.65294647,90.62895966,139.364212,138.288147,135.288559,135.5991974,136.1960754,137.9107361,139.3655243,142.5115967,132.9320984,135.8160095,139.0363464,136.9077606,128.746048,126.3974915,127.8405914,127.3379364,126.7365799,120.4803085,125.5052872,123.3655624,124.7422638,125.4090042,122.4450302,128.8224945,114.2913055,113.7509308,112.500946,112.6756897,118.7709122,115.6376724,114.6887131,117.6934128,112.6838684,113.9065018,112.9371338,112.4395676,53.91366959,50.88227463,52.11206436,49.9009285,49.17937851,50.77988434,54.92694473,53.04557037,50.62995911,50.67019653,51.55343628,50.52305603,75.1236496,77.32247162,75.19241333,78.01130676,79.78913879,79.34957123,75.68109894,79.15328979,76.47561646,78.92763519,76.71878815,74.57842255,77.59518433,78.46041107,78.11169434,81.71056366,80.35978699,79.63915253,81.64324951,78.6461792,81.82312775,80.58905029,32.00883102,32.6931076,33.26027298,33.70204926,32.96497345,30.61712074,31.838871,31.82424164,31.98596001,31.10289383,31.43818665,32.73667908,0.491824538,0.681118667,1.004905343,0.682260394,1.101302981,0.794981241,0.936010897,1.150329947,0.915312231,1.274368048,1.001153827,0.810571194
572.0499878,0.043895073,0.050238632,0.008858337,0.687116146,0.706655026,0.974028766,0.52601701,0.629827619,0.747733474,0.733490169,0.617527485,0.621759832,0.851824701,0.722207487,0.75931412,85.06409454,86.44210815,83.85568237,87.3766861,87.2741394,85.29447937,86.48060608,83.00036621,83.62913513,86.77735138,82.21937561,85.2276535,135.6013641,137.4659729,134.3900146,136.1908875,131.1826782,137.0782776,135.2372589,133.8531342,134.3609009,134.3522186,136.759491,137.4497223,126.2630539,122.6662598,125.5698929,123.5261307,120.2437363,128.552536,122.9934998,127.4834747,122.9755783,119.8774872,123.7361832,122.4032669,114.2874451,111.6729202,113.8189774,115.219902,111.0816574,107.85952,114.2063217,115.0842438,111.0316849,117.1398697,116.2726822,111.7730789,51.93475723,52.33403397,52.18489838,51.13958359,51.78788757,50.21686554,49.74255371,52.85717773,51.46263504,48.77821732,51.83559799,47.8184433,75.07363129,78.84627533,75.99909973,75.58026123,75.96818542,76.37476349,75.16525269,76.39247894,72.73139191,76.24239349,73.69008636,74.89235687,79.1862793,78.53651428,77.25776672,77.17008972,77.31954193,79.19633484,79.61574554,75.32881927,76.76495361,76.86405182,32.39782715,33.08774185,31.97298241,32.17868042,31.36539078,31.63154793,31.33910561,31.99525833,29.1933918,30.65127754,31.47288704,30.85850143,0.73735559,0.773536742,0.813751519,1.149640441,0.724106789,1.072358727,0.692433059,1.05809927,0.777725935,0.821504772,0.542649686,0.719686389
572.9400024,0.119032435,0,0,0.508711696,0.70943296,0.486609846,0.35122931,0.519745827,0.774762929,0.539024532,0.559738994,0.599489629,0.532859683,0.716356516,0.421223015,85.75302124,83.65299225,89.04016113,86.79747772,83.87306976,85.75868988,84.66387939,85.87207031,82.17527771,84.10357666,86.92253113,86.28755951,131.5545349,134.0698547,134.500061,130.9218292,130.8972931,132.5254211,133.4580231,131.7075958,131.8781128,133.774765,129.9195557,129.9194641,126.0942535,122.2190552,123.6541061,124.4691162,121.5775299,124.6153564,122.1107483,125.7648163,123.3183136,122.8956528,122.2091293,121.0340118,113.0533829,107.8183289,112.3381805,113.1431808,109.8091125,114.7817917,111.4332047,107.2313232,111.1281433,108.7057266,109.0259552,109.1051941,52.30737686,52.11597061,48.47446823,51.19387054,47.67455673,51.22889709,50.93701172,50.30970383,50.6035614,50.61154556,52.4126358,51.48926163,74.63614655,73.7910614,75.43058777,73.64828491,77.19289398,75.54139709,72.64471436,74.66472626,74.29945374,73.4417572,71.87586212,73.51805115,76.91329193,77.96901703,75.55358124,76.46266174,79.07157135,75.8878479,75.02802277,74.58203125,78.25395966,73.7620697,32.12779999,30.11451149,29.16695404,32.90232468,30.94444275,31.05800247,30.98861504,31.00056076,30.88053131,31.49752617,29.90591812,30.49535751,0.694766104,0.883231819,0.854223728,0.70354861,0.902473271,0.766136766,0.611359537,1.006759644,0.778041959,0.824229002,0.683947742,0.812130094
573.9699707,0.034258604,0,0.034372237,0.630544603,0.622122645,0.490623176,0.696256161,0.499961197,0.446015328,0.783402026,0.831525981,0.734170497,0.651069582,0.844723046,0.578440666,83.44018555,87.07705688,85.5721817,84.24266052,84.21495819,83.66503143,81.79589844,85.18496704,84.33177948,83.54042053,83.86048126,83.70110321,131.7154541,128.9946289,131.5306854,129.0371704,131.3404846,134.1038971,129.3904572,128.594101,128.0328979,132.5258331,129.8912354,132.3870087,117.9108276,119.2261887,120.1240387,119.0988541,118.7121201,120.7340012,120.0585327,121.1030045,118.5018463,121.4587326,118.8205872,117.3662796,113.0085526,107.7107925,108.3636475,106.7418671,108.6951065,104.8127441,109.570816,108.7132339,104.7682419,107.2460022,107.1373825,109.7993774,49.10544968,47.90739822,47.87229919,49.16689682,46.9056778,48.53878784,46.20304871,50.22203445,45.8744545,48.80165482,46.81595993,48.40320969,73.94333649,74.11841583,74.54994965,71.45633698,73.26554108,71.09107208,73.38253784,72.55332947,73.39274597,73.07186127,73.70981598,72.24308014,77.98777771,74.57855225,78.24925232,76.93994141,74.85449219,77.62034607,76.55128479,73.47000885,75.78039551,76.28833008,31.14118385,28.81504822,30.83519745,31.39209747,29.5327549,30.13593864,30.70965195,29.14519119,31.0992794,28.77710342,29.85383987,28.10691071,0.793207288,0.800994575,0.787145555,0.782996774,0.760784984,0.709444165,1.025471687,0.805543482,0.547128856,1.167723417,0.915758848,0.791331887
575,0.077919379,0.050153386,0.043149199,0.650534511,0.736828148,0.498836041,0.416340947,0.603062511,0.682335138,0.85148412,0.368018329,0.698643267,0.636717975,0.564695597,0.616035223,87.07447815,80.65549469,81.25850677,77.87457275,82.17733002,80.19043732,82.1397934,80.20770264,80.10342407,80.44924164,82.69595337,79.84701538,128.2493591,128.2084656,127.9935532,128.30513,128.7645264,126.4040909,130.946167,125.3481674,124.9287491,126.6642227,124.560051,132.7377625,114.4635773,115.3310776,115.7470169,118.2502213,120.1147003,119.0802841,117.282959,116.8639984,119.0819702,117.7572556,120.9143982,116.8888702,107.0154572,104.4034271,105.8987732,103.2360077,107.5508118,105.338501,106.1594162,107.2574081,110.8496704,103.4910355,106.3917465,107.3176193,47.82437134,50.36940384,48.40285873,47.35307312,48.8331337,47.64212799,47.13793564,44.93266296,47.49802017,45.12953949,47.13075638,46.99869156,73.97917938,70.18663025,72.70862579,72.79145813,68.96494293,70.99781036,72.72195435,72.11685181,69.83811188,70.55937958,69.71884918,72.32098389,74.90511322,73.66312408,72.78869629,72.22111511,72.80899811,77.06620789,72.55143738,75.45335388,76.91220856,73.84623718,30.19578171,30.14977074,27.89683342,30.33834076,29.99206543,29.291008,29.71153069,29.50040245,30.81555557,28.94647598,30.54034233,29.16701508,0.679220974,0.96940881,1.257597923,0.89983505,0.733920515,0.478481174,0.93969053,0.930336714,1.0194453,0.745443821,0.745311499,0.637626946
576.0200195,0.017128127,-0.033122726,-0.034846243,0.948666573,0.703634262,0.772056639,0.710464716,0.422065586,0.725526035,0.561773479,0.860527098,0.461723954,0.576451957,0.426528394,0.717982948,80.49729919,80.06507111,79.34960938,80.82289124,77.15232849,79.5513382,82.48820496,80.72476196,79.47854614,80.17551422,77.24163055,79.31374359,125.4631729,123.9056396,123.266655,127.1206741,122.4064484,122.5824203,122.5597153,125.4297485,122.0826111,123.5429077,122.914856,127.2782974,115.5724487,116.565834,115.119873,114.0464859,117.4333344,117.6034317,119.4042892,115.4830704,115.7566299,117.3772354,115.5235519,111.6432114,102.9282455,102.9286041,105.4266586,102.3983994,102.4924927,98.99463654,104.6089478,103.8369141,104.1161194,107.9480896,102.6987,103.1360779,49.37338257,51.6998291,45.97633743,47.45359421,47.79055023,45.47170258,47.5882225,49.74853897,45.74927902,47.47445679,46.69664001,45.77132034,69.17318726,70.06742096,69.70107269,71.44017029,68.53044128,71.24798584,70.23783875,66.63641357,70.50006104,71.07748413,66.78405762,69.42923737,75.28421783,72.85125732,70.07781219,72.21723938,71.57370758,73.61698914,75.59284973,70.23967743,72.88381195,73.95711517,28.77804565,30.03686714,27.71291542,30.28507233,29.22514343,29.63888359,29.00034142,28.11200714,28.58802795,28.17252541,29.99720573,29.84625435,1.113479972,0.8596735,0.867333114,0.544875622,0.76739502,1.061836839,0.808991075,0.989621639,0.585962355,0.456703633,0.911934435,0.696256042
577.0499878,-0.042140748,0.099972509,0.033823777,0.502508283,0.471273035,0.60874188,0.492726058,0.622447372,0.513389528,0.465068221,0.610736966,1.007164001,0.605871916,0.266070217,0.565954506,79.5497818,76.4749527,78.21527863,78.30488586,82.23976135,79.22293091,79.54516602,79.78971863,80.76937103,76.10988617,79.36548615,75.89027405,119.1320267,124.3891373,119.6844711,120.0246277,123.405777,123.7912827,120.364296,124.5504303,121.2359314,123.3553391,120.3339691,124.2542725,115.3968582,113.0690994,113.4840469,113.3452072,113.1353455,110.0769653,115.505127,110.4932404,111.3332901,112.8185272,113.2241135,110.3849945,101.5140457,101.9302979,102.1953125,102.4745636,103.1618652,107.8430481,105.3625641,101.5692444,101.4590454,101.653511,102.3899307,104.1712189,44.99967194,47.40836334,47.37306595,48.0379715,46.05700302,46.64383698,45.80024338,44.57904053,47.69237518,46.95220947,44.73796082,45.01553726,66.90923309,68.36254883,71.06363678,66.9174881,68.91499329,67.243927,69.85095215,67.80617523,68.1350174,69.43945313,68.11743927,65.99524689,74.19992828,69.80564117,70.26181793,71.49327087,73.56825256,71.73712921,72.41370392,67.55471039,68.9355011,69.23888397,28.57982445,28.65108109,27.66192245,29.19357491,29.76882172,27.17072868,29.97717476,30.70133972,29.21010399,28.92151642,26.61066818,27.59523582,0.688166916,0.938697815,0.829925776,0.539151669,0.805375874,0.778734446,0.753663421,0.808724046,0.60522002,0.820618212,0.931747317,0.863801599
577.9400024,0.076103501,-0.025264647,0.017047537,0.74236542,0.42818439,0.556745172,0.500751138,0.255325675,0.61180526,0.56952858,0.574837804,0.809491277,0.349162012,0.86621666,0.540130854,79.8960495,77.78596497,79.43183899,77.84143066,78.27986145,76.67132568,76.54705048,76.00162506,76.8559494,75.06803131,74.51865387,77.73003387,121.9516373,123.0185852,120.7552185,120.1687241,118.9878387,119.1257477,120.12043,121.6901855,124.7977676,120.5367661,119.0557022,118.4583054,110.9427567,110.3926239,113.3367615,114.3209915,113.9350204,114.0974655,113.8886948,116.7300949,116.9160233,113.0693665,111.585434,111.9579697,102.0244064,96.51477051,97.12404633,98.47779083,100.8566742,99.47818756,100.9652939,98.31989288,100.7859573,101.2020493,106.04673,100.0846939,43.65587234,46.83945084,46.80350113,43.91044998,45.49321365,45.3831749,46.13905334,45.29640961,47.43642426,44.24292755,45.54454041,43.57632065,66.85671234,65.16416168,69.50836182,67.17086029,67.33635712,65.66001892,65.40699768,67.64733887,66.59383392,69.11581421,67.61004639,64.70083618,69.77655792,68.97047424,72.33489227,71.46083832,67.81515503,69.87860107,68.67176056,69.28339386,67.92584991,68.32840729,26.38810158,26.51674271,27.75730896,27.74142456,28.09522438,27.89809227,27.50035858,29.28782082,28.35378456,26.60328484,27.49631882,26.15716171,0.70747596,0.771228075,0.818016827,0.5884974,0.767826378,0.550646305,1.134179592,0.609557152,0.611872017,0.960419655,0.364511788,0.398013383
578.9699707,0.042747468,0.033244126,0.069292866,0.355829686,0.465069085,0.370963663,0.427899003,0.71591109,0.284780979,0.511454821,0.468371898,0.317585021,0.430220008,0.440275013,0.557160378,75.51446533,75.36104584,75.05279541,74.75154114,75.37192535,78.56260681,78.2009964,73.95666504,78.36342621,72.74033356,71.36011505,76.30295563,116.4655533,118.5619583,116.0377579,118.3371353,115.6110535,117.1582565,116.7827301,112.5606689,115.4124527,118.6780624,121.7780304,113.7021866,111.3043671,113.2500229,109.6325684,109.6871796,111.9280701,110.2675018,109.7498474,111.5051804,106.933075,110.7552185,111.3585358,107.2225189,101.740242,97.99797058,98.76667023,98.0124588,99.27987671,97.12477112,98.13273621,98.82006073,96.34689331,96.01267242,97.07907867,98.16259766,44.52054977,42.71076584,44.36142349,44.30565262,44.43933487,42.52830887,43.26432419,46.46199799,41.30069351,42.8007431,43.05765533,41.31702423,63.76303101,66.06921387,65.12401581,67.06104279,65.75817871,68.39489746,65.51148224,65.10407257,62.32453156,65.15787506,63.49220276,64.16078186,70.38577271,65.79421997,71.29303741,69.28223419,69.01702881,68.2445755,66.89093018,66.66780853,69.98940277,68.24703217,26.83786583,27.06444359,27.82453346,25.30412674,29.21819687,28.33511925,27.16690254,29.39546585,25.89920807,28.9880867,27.48665047,25.64581299,0.859083712,0.616710246,0.638585866,0.421663374,0.843156099,0.466569811,0.670679152,0.819049239,0.813785732,1.157971263,0.504268289,0.452423036
580,0.042849306,0.016555468,0.052552748,0.357736051,0.442550838,0.468061209,0.587396145,0.915996194,0.456593454,0.653195202,0.370139808,0.665902436,0.532494843,0.573027313,0.488737941,76.09426117,73.49417877,74.41442108,72.44762421,70.91316223,71.80698395,72.3030014,71.66766357,71.83734894,70.76478577,72.9828949,74.67259216,117.4729309,111.2077942,117.934845,118.3964767,114.2933273,113.6173401,116.2802505,115.1287079,116.036499,112.8033524,119.0661545,117.0789871,106.5076828,105.4844589,108.8808365,106.7111053,107.4694748,103.9893417,104.4236755,108.0126801,102.9530792,108.2402649,106.1795959,101.0743256,96.93740082,95.68766785,93.53610229,96.59972382,95.38580322,98.17863464,95.17462158,96.7532196,95.22802734,93.49214935,96.35475159,98.7156601,44.20528412,44.54210663,44.52124023,44.91599655,42.38169861,41.1830101,44.9406929,41.83863449,44.44672394,44.01127243,42.51285553,43.75720215,65.3957901,63.39840698,62.77936554,63.21702957,63.50296021,66.37293243,66.6570282,63.65836334,65.37985992,63.13201141,61.19369888,62.70632935,67.41162109,66.65216827,65.55825806,65.40847015,70.35276794,65.58439636,67.56491089,62.80549622,67.06324005,67.13304901,27.12038612,25.78770065,26.77376175,27.71100807,26.47374153,27.48401833,25.95515442,27.67292404,26.24238777,25.08407211,26.32212639,27.17533302,0.915249586,0.359293729,0.625337303,0.684753418,0.510319293,0.830505431,0.532188714,0.454023689,0.35537526,1.104293346,0.789835751,0.635442436
581.0200195,-0.041859221,0.016713884,0.086882487,0.485870689,0.618344247,0.660255969,0.673015416,0.450331807,0.505431294,0.53742218,0.601902008,0.583317161,0.535215497,0.81901449,0.404568255,70.18580627,72.38982391,72.72621155,72.87721252,69.19501495,69.66539764,72.54531097,72.02819061,73.4704895,72.04553986,69.74384308,71.24523926,111.4112625,112.5282135,114.3049927,114.0228958,110.5493622,112.9251099,110.5112762,115.0182648,109.8294067,110.7308121,110.1400223,114.371048,106.7064362,107.494339,103.0263443,107.0900574,101.8685074,106.846756,103.5651016,108.0290604,103.6866989,105.7202225,102.044136,103.0609055,94.27637482,93.46347046,92.36412048,90.65687561,95.55081177,93.07173157,92.85131836,94.56999207,96.45218658,95.09447479,91.8523407,95.14544678,44.47761536,44.04307556,42.70944214,41.76334381,40.51593399,41.14494705,40.88265991,40.72117233,41.5603714,42.15830231,39.94660187,41.20339584,62.78202057,64.01174927,64.68624115,63.44366837,62.53759384,65.0070343,61.66498566,61.76450348,60.18613815,62.22882843,62.35055161,64.92863464,67.92300415,65.48789978,67.5447998,64.30535126,66.90911865,65.45332336,66.15431213,66.36476135,66.79256439,67.10608673,26.32266998,25.06589508,24.96602058,25.97548103,27.07874489,24.89361572,25.22315025,26.76769257,26.34802818,25.38924599,23.92885208,25.72405815,0.802616715,0.833390653,0.530658364,0.754820526,0.39386934,0.774493337,0.661653578,0.640801072,0.711585105,0.756371141,0.617358089,0.762495518
